status_id,status_message,link_name,status_type,status_link,status_published,num_likes,num_comments,num_shares
5281959998_10150673347859999,"The news that Pope Francis met privately with Kim Davis ""throws a wet blanket on the good will that the pontiff had garnered during his U.S. visit,” said Francis DeBernardo, executive director of an advocacy group for gay Catholics.","Pope Francis, Kim Davis and Culture Wars Revisited",link,http://nyti.ms/1O3ALWM,2015-09-30 21:55:45,960,180,102
5281959998_10150673329794999,"After Jennifer Berry was accused of throwing her newborn girl out a window in the Bronx, officials said they would review a 2008 case involving her baby boy, who died when he was just over 2 weeks old.",Murder Case Against Mother Spurs Review of ’08 Death of Another Child,link,http://nyti.ms/1POHUcy,2015-09-30 21:25:00,214,53,52
5281959998_10150673310604999,"""Republicans have never subjected big companies that actually break the law to the kind of scrutiny they’re giving Planned Parenthood."" Read more in The New York Times Opinion Section.",Republican Hypocrisy on Planned Parenthood,link,http://nyti.ms/1POGJd8,2015-09-30 20:55:00,5283,243,796
5281959998_10150673271054999,"""My mother’s death gave me the courage to think that I could do this myself, without fear."" Read on in The New York Times Opinion Section.",Learning to Die,link,http://nyti.ms/1O3dLHx,2015-09-30 20:25:00,701,45,242
5281959998_10150673033944999,"A photographer has been documenting polio vaccination efforts, highlighting how violent conflict, fear and suspicion impede its eradication. http://nyti.ms/1MG9Rma

Photos: Diego Ibarra Sánchez/MeMo",Photos from The New York Times's post,photo,https://www.facebook.com/nytimes/photos/a.283559809998.33779.5281959998/10150673033239999/?type=3,2015-09-30 19:55:01,396,21,30
5281959998_10150673264359999,"Bernie Sanders raised more than $24 million for his campaign in the last 3 months, a significant sum that was fueled by a torrid pace of online donations: more than a million so far.","Bernie Sanders Raises $24 Million, Powered by Online Donations Exceeding Obama's 2008 Pace",link,http://nyti.ms/1O3c3px,2015-09-30 19:25:01,7675,257,1009
5281959998_10150673252849999,"Chick-fil-A's new Manhattan store is expected to have the highest traffic of the chain's more than 1,900 stores.","Chick-fil-A Brings Its Sandwich, and Its Values, to New York",link,http://nyti.ms/1O393tt,2015-09-30 18:55:00,2435,520,464
5281959998_10150673248254999,"“Just knowing the pope is on track with what we’re doing, and agreeing, you know, kind of validates everything,” Kim Davis said. Read more in The New York Times Opinion Section.",The Pope Sought Out Kim Davis for a Blessing,link,http://nyti.ms/1O38pfo,2015-09-30 18:25:36,611,1375,498
5281959998_10150673237704999,What you need to know about the main foreign actors in the Syria conflict.,The Syria Conflict’s Overlapping Agendas and Competing Visions,link,http://trib.al/LjuhI2s,2015-09-30 17:55:07,422,42,120
5281959998_10150673226374999,How hosiery became instruments of control over women’s lives — and what happened once bare legs became acceptable.,The Politics of Pantyhose,link,http://nyti.ms/1MGIzvX,2015-09-30 17:25:09,922,126,416
5281959998_10150673214294999,"Lying prone on a rug adorned with the Great Seal of the United States, the woman who might someday be first lady is wearing high-heeled sandals and a crimson bikini.","Melania Trump, the Silent Partner",link,http://nyti.ms/1VnpUgi,2015-09-30 16:55:10,1268,551,221
5281959998_10150673203429999,In a word: glorious.,Cheesy Hasselback Potato Gratin Recipe,link,http://nyti.ms/1VnoRwQ,2015-09-30 16:25:10,1029,83,513
5281959998_10150673195664999,"Breaking News: With only hours to spare on the last day of the fiscal year, Congress approved a temporary spending measure to avert a shutdown.",Government Shutdown Averted as Congress Passes Spending Bill,link,http://nyti.ms/1M2jid2,2015-09-30 16:02:31,979,123,240
5281959998_10150673093874999,"A ragtag group of fighters from America and Europe have joined the fight against extremists in Syria. 

Do they know what they’re doing? http://nyti.ms/1VncLUw

Photos: Moises Saman/Magnum, for The New York Times",Photos from The New York Times's post,photo,https://www.facebook.com/nytimes/photos/a.283559809998.33779.5281959998/10150673092924999/?type=3,2015-09-30 15:55:01,796,77,74
5281959998_10150673182524999,School shootings have become so much a part of the American experience that many people assume the atrocities are happening ever more frequently. But are they?,New York Times Video,video,https://www.facebook.com/nytvideo/videos/1646686288882220/,2015-09-30 15:27:12,222,51,0
5281959998_10150673168404999,"""Love Story"" was the quintessential movie romance, at least until Nicholas Sparks picked up his laptop. Now its stars are together again for the first time in 45 years.","Ryan and Ali and Me: ‘Love Story’ Stars Reunite, and a Fan Squeezes In",link,http://nyti.ms/1L4wq4P,2015-09-30 15:05:00,7153,315,1744
5281959998_10150673095714999,"A model off duty strikes a pose at the Grand Palais - RMN (Officiel) during Paris Fashion Week.

Photo: Lee Oliveira for The New York Times","New York Times Fashion on Instagram: “Model off duty at Grand Palais, Paris #pfw - by @leeoliveira”",link,http://bit.ly/1P5GwnK,2015-09-30 14:55:00,533,19,18
5281959998_10150673156449999,His warning is the latest example of how climate change has moved beyond theoretical scientific debates to the start of practical planning for safeguarding the economy and business.,One of the World’s Most Powerful Central Bankers Is Worried About Climate Change,link,http://nyti.ms/1OGGPGt,2015-09-30 14:25:08,929,72,201
5281959998_10150673139104999,"""We’ve been very fortunate, and good fortune should be shared with noble causes,"" Daniel Handler wrote in a tweet.","Lemony Snicket, the author, and His Wife Donate $1 Million to Planned Parenthood",link,http://nyti.ms/1N1MJla,2015-09-30 13:55:07,39679,707,2964
5281959998_10150673129079999,His father's accident cemented his commitment to addressing connection problems between cellphones and the 911 system.,A Lifesaving Smartphone App Inspired by a Brush With Tragedy,link,http://nyti.ms/1MGHVPh,2015-09-30 13:25:11,309,11,57
5281959998_10150673113779999,"A meteorologist for the U.S. National Weather Service (NWS) said the storm was expected to strengthen, though it could turn north, which would mean that it would start veering toward the Outer Banks of North Carolina.","Hurricane Joaquin Drifting to the Bahamas, but Path Remains Uncertain",link,http://nyti.ms/1KScm18,2015-09-30 13:15:00,154,25,111
5281959998_10150673117594999,"A ""sophisticated self-help book"" for those with FOMO.",The New York Times Books,link,http://www.nytimes.com/2015/10/04/books/review/jonathan-franzen-reviews-sherry-turkle-reclaiming-conversation.html,2015-09-30 12:55:04,101,3,0
5281959998_10150673105274999,"Richard E. Glossip, 52, was one of 3 condemned inmates who argued that Oklahoma’s three-drug combination risked causing unconstitutional pain and suffering.",Oklahoma Set to Execute Richard Glossip After Failed Appeals,link,http://nyti.ms/1Vn850V,2015-09-30 12:25:06,192,79,36
5281959998_10150673091889999,"Breaking News: In his annual United Nations General Assembly speech, President Mahmoud Abbas of the Palestinian Authority accused Israel of having violated the Oslo Accords and subsequent agreements, saying ""we cannot be the only party"" that remains faithful to them.","Mahmoud Abbas, Palestinian Authority President, Says He’s No Longer Bound by Oslo Accords",link,http://nyti.ms/1MGvgMj,2015-09-30 11:48:09,511,85,131
5281959998_10150673083389999,"Russia’s intervention in Syria will most likely prolong and complicate the war, as it could keep President Bashar al-Assad in office and adds Russia to the already complicated patchwork of forces deployed there.","Russia Launches First Airstrikes in Syria, Officials Say",link,http://nyti.ms/1KRTX4C,2015-09-30 11:25:08,1547,458,487
5281959998_10150672985514999,"For every ""Chicago Fire,"" there's a ""Mob Doctor,"" ""an ""Animal Practice"" or a ""$h*! My Dad Says.""",Fall TV Failures: Five Years of Dashed Hopes,link,http://nyti.ms/1MFTPJd,2015-09-30 10:55:00,307,45,35
5281959998_10150673055774999,"""Putin stupidly went into Syria looking for a cheap sugar high to show his people that Russia is still a world power. Well, now he’s up a tree. Obama and John Kerry should just leave him up there for a month — him and Assad, fighting ISIS alone — and watch him become public enemy No. 1 in the Sunni Muslim world."" Read on in The New York Times Opinion Section.","Syria, Obama and Putin",link,http://nyti.ms/1KRP4Zp,2015-09-30 10:25:06,4276,732,1228
5281959998_10150673047704999,Breaking News: An appeals court panel found that NCAA rules preventing athletes from making money off TV broadcasts and video games that feature the athletes’ likenesses violated antitrust law.,Court Rules N.C.A.A. ‘Is Not Above Antitrust Laws’,link,http://nyti.ms/1MGe1L2,2015-09-30 10:03:54,2246,94,492
5281959998_10150673037009999,Breaking News: New guidelines issued by the World Health Organization (WHO) increase by 9 million the number of people who should get HIV treatment and by untold millions the number who should get protective doses.,"Millions More Need H.I.V. Treatment, W.H.O. Says",link,http://nyti.ms/1hawioa,2015-09-30 09:43:29,587,37,249
5281959998_10150673022559999,"Updated: A Vatican spokesman confirmed that Pope Francis met with Kim Davis, the county clerk in Kentucky who defied a court order to issue marriage licenses to same-sex couples.","Kim Davis, Kentucky County Clerk, Met Pope Francis",link,http://nyti.ms/1haplUd,2015-09-30 09:15:14,297,277,326
5281959998_10150672975674999,"""The best way to prevent cheating isn’t to make our cars dumber but to make the entire transportation grid smarter.""","VW Scandal Shows a Need for More Tech, Not Less",link,http://nyti.ms/1KRpwLI,2015-09-30 08:55:01,287,28,15
5281959998_10150672981794999,"""26. The modern man cries. He cries often.""

via The New York Times Styles",27 Ways to Be a Modern Man,link,http://nyti.ms/1haaVDF,2015-09-30 08:25:02,2239,575,910
5281959998_10150672981494999,"Quote of the Day: ""I always thought it was a badge of honor when I got a concussion — now you are one of the guys. You get knocked out and keep going.""

— Lt. Gen. Robert L. Caslen Jr., superintendent at West Pont","Despite Concussions, Boxing Is Still Required for Military Cadets",link,http://nyti.ms/1jtoS1a,2015-09-30 08:05:00,515,100,55
5281959998_10150672982944999,"Breaking News: Russian pilots carried out their first airstrikes in Syria, hours after Putin pushed a measure approving the use of Russian forces abroad.","Russian Pilots Launch First Airstrikes in Syria, Officials Say",link,http://nyti.ms/1KRsPmc,2015-09-30 07:39:13,1688,178,481
5281959998_10150672977229999,"The hometown of Indiana's conservative governor, who signed a religious freedom law, now prohibits discrimination based on sexual orientation and gender identity.",Gay Rights Battle in Indiana Moves to Local Level,link,http://nyti.ms/1N0yjli,2015-09-30 07:31:01,631,33,67
5281959998_10150672948229999,"Some of those who are in Syria to fight the Islamic State are escaping life back home. Others are old soldiers, trying to fill a void. A few just have delusions of grandeur.",Meet the American Vigilantes Who Are Fighting ISIS,link,http://nyti.ms/1QKKh0m,2015-09-30 07:05:01,2441,190,553
5281959998_10150672963594999,"“We have this amazing format that we never deviate too far from. We create the scenario, and that’s contrived. You aren’t really shipwrecked. But beyond that, it’s their story.” -- Jeff Probst, the host of Survivor.",‘Survivor’ Defies Gravity to Hang On as CBS Ratings Stalwart,link,http://nyti.ms/1j0w84S,2015-09-30 06:32:10,815,93,987
5281959998_10150672954269999,"American warplanes bombarded Taliban-held territory around the Kunduz airport overnight, and Afghan officials said American Special Forces were rushed toward the fighting.",U.S. Planes Strike Near Kunduz Airport as Fight Rages On,link,http://nyti.ms/1KKEu9w,2015-09-30 05:56:35,419,35,67
5281959998_10150672946509999,"Jodi Rudoren, the Jerusalem bureau chief for The New York Times, looks at the Palestinian president's message ahead of his planned speech at the United Nations on Wednesday.","Mahmoud Abbas, Palestinian President, Promises ‘Bombshell’ in His U.N. Speech",link,http://nyti.ms/1RfEnoM,2015-09-30 05:26:14,374,49,39
5281959998_10150672865949999,"In oral history interviews released Wednesday, Senator Edward Kennedy talked about how he got subcommittee assignments early in 1963.",Edward Kennedy’s Scotch-Infused Senate Job Interview,link,http://nyti.ms/1Wx2JNF,2015-09-30 04:55:00,487,13,65
5281959998_10150672859834999,"Donna Shalala, who was brought in to lead the Clinton Foundation, had a stroke early Tuesday evening, officials said.","Donna Shalala, President of Clinton Foundation, Has Stroke",link,http://nyti.ms/1Wx1Ogb,2015-09-30 04:25:01,135,53,90
5281959998_10150672922504999,"Russia has moved at least 32 combat aircraft to Syria, according to United States intelligence sources, and Wednesday's vote authorized them to join the fight.",Russia Approves Using Forces Abroad Amid Buildup in Syria,link,http://nyti.ms/1GglKur,2015-09-30 04:11:31,541,62,69
5281959998_10150672805194999,"Donald J. Trump says he is serious. But his positions on the issues suggest otherwise, Joe Nocera writes in The New York Times Opinion Section.",Is Donald Trump Serious?,link,http://nyti.ms/1PMAdnm,2015-09-30 03:55:00,1381,239,204
5281959998_10150672801659999,Stefan Larsson is credited with vastly expanding H&M’s cheap chic fashion business and transforming Old Navy into a symbol of affordable fast fashion.,New Ralph Lauren Chief Revived Old Navy After Successes at H&M,link,http://nyti.ms/1O0Sez2,2015-09-30 02:55:01,276,22,31
5281959998_10150672800409999,"Kareem Fahim, a New York Times correspondent, answered questions, some submitted by readers, on the continuing Saudi-led aerial campaign against Houthi rebels in Yemen.","The Saudi-Led Coalition’s Airstrikes in Yemen, and the Civilian Toll",link,http://nyti.ms/1O0Vg6D,2015-09-30 01:55:00,225,17,28
5281959998_10150672799149999,“He was so good and so honest and so real and so human.” — Joe Torre on Yogi Berra.,"Person, Not Player, Is the Main Focus at Yogi Berra’s Funeral",link,http://nyti.ms/1O0UXsq,2015-09-30 00:55:01,1314,27,106
5281959998_10150672796274999,"After a promised counterattack fell apart, with Taliban insurgents surrounding the airport, the U.S. conducted at least 2 airstrikes to assist the government.",Counterattack by Afghans Fails; Airport Besieged,link,http://nyti.ms/1O0Uu9x,2015-09-30 00:25:01,206,19,36
5281959998_10150672854264999,"Kelly Renee Gissendaner, 47, who was convicted of orchestrating her husband’s 1997 murder, was put to death Wednesday in Georgia after she exhausted her appeals.",Georgia Executes Woman on Death Row Despite Clemency Bid and Pope’s Plea,link,http://nyti.ms/1PMpucx,2015-09-29 23:59:59,142,42,27
5281959998_10150672831649999,"Pope Francis met secretly with Kim Davis, the county clerk in Kentucky who defied a court order to issue marriage licenses to same-sex couples. He gave her rosaries and told her to “stay strong,” her lawyer said in a telephone interview.","Kim Davis, Kentucky Clerk, Is Said to Have Met Pope",link,http://nyti.ms/1LO4PWa,2015-09-29 23:26:20,2965,4090,2556
5281959998_10150672775349999,"Claims by explorers have set off a frenzy over a mysterious Nazi ""gold train"" in Poland.",Possible Nazi Tunnels Fuel Treasure Seekers in Poland,link,http://nyti.ms/1O0Qoyi,2015-09-29 22:55:01,489,21,77
5281959998_10150672794444999,"“The president is at peace determining that something is just a loser, that if he touches it, he’s going to make it worse. Whereas Kerry has the typical American engineering approach to things — there’s a problem, there’s a way to fix it, somehow.”",John Kerry Rushes In Where Obama Will Not Tread,link,http://nyti.ms/1O0U8jr,2015-09-29 22:25:01,1089,148,124
5281959998_10150672789549999,"A 33-year-old woman was charged with murder for throwing her newborn girl out a 7th-floor window in her boyfriend’s Bronx apartment, the authorities said.",Mother Charged With Murder in Death of Newborn Thrown From Window in the Bronx,link,http://nyti.ms/1O0Tl1L,2015-09-29 21:55:01,656,293,218
5281959998_10150672768304999,"Trey Gowdy has made his biggest splash by running the longest congressional investigation in history into the Benghazi attack, and built his reputation sponsoring marginal and often bizarre legislation. Read more in The New York Times Opinion Section.",The Disturbing Prospect of Trey Gowdy as Majority Leader,link,http://nyti.ms/1O0Pe5W,2015-09-29 21:25:00,862,510,460
5281959998_10150672770704999,"As a father prepared to walk his daughter down the aisle at her wedding, he halted the procession and made a gesture that has resonated with stepparents across the world.",Father’s Wedding Gesture to Stepfather Tugs at a Million Hearts,link,http://nyti.ms/1O0PCBf,2015-09-29 20:55:05,29765,575,3703
5281959998_10150672762924999,"Midlife crisis is the theme of ""Grandfathered"" and ""The Grinder"" that debut back-to-back on FOX. What did you think of these shows?","Review: ‘Grandfathered’ and ‘The Grinder,’ Two New Fox Sitcoms",link,http://nyti.ms/1O0NVUB,2015-09-29 20:40:01,243,34,14
5281959998_10150672643884999,The force is strong with this franchise.,‘Star Wars’: Coming to a Theme Park Near You,link,http://nyti.ms/1M0137W,2015-09-29 20:25:01,687,27,88
5281959998_10150672484344999,"""As a teenager, I wore so much makeup because I was always trying to cover up my freckles. Now I like my freckles."" —Molly Ringwald","Molly Ringwald Shares Her Beauty Routine, Likes Her Freckles",link,http://nyti.ms/1jubwBI,2015-09-29 20:10:04,3341,219,234
5281959998_10150672734254999,"Georgia is poised to execute Kelly Renee Gissendaner, the only woman on its death row, hours after the state Board of Pardons and Paroles rejected her latest plea for clemency.",Georgia Execution Proceeding as Pope’s Plea and Appeal Fail,link,http://nyti.ms/1PMpucx,2015-09-29 19:56:27,381,180,89
5281959998_10150672738969999,"Before the layoffs at Toys''R''Us headquarters in New Jersey, an accountant said a young woman from India on a temporary visa “shadowed me everywhere, even to the ladies’ room.”","Temporary Visas, Meant to Import Talent, Help Ship Jobs Abroad",link,http://nyti.ms/1PMpUzG,2015-09-29 19:25:21,1345,328,820
5281959998_10150672659034999,"Thousands of life jackets discarded by migrants piled up on the Greek island of Lesbos on Tuesday.

More photos of the day: http://nyti.ms/1JAIplg

Photo: Aris Messinis/Agence France-Presse — Getty Images",Timeline Photos,photo,https://www.facebook.com/nytimes/photos/a.283559809998.33779.5281959998/10150672659034999/?type=3,2015-09-29 18:55:01,1265,65,272
5281959998_10150672708844999,"Donald J. Trump may be amusing to some, but many take him seriously. And a recent North Carolina poll has found alarming levels of xenophobia. Read on in The New York Times Opinion Section.",New Poll Finds Anti-Muslim Sentiment Frighteningly High,link,http://nyti.ms/1PMlBV5,2015-09-29 18:25:00,1348,504,390
5281959998_10150672594489999,"""Philippe, in addition to being an aspiring wire-walker, is a juggler, a mime and a unicyclist. He is, as I’ve mentioned, played by Joseph Gordon-Levitt. This makes him, objectively speaking, the most annoying person on earth.""","Review: ‘The Walk,’ High-Wire Bravado at World Trade Center",link,http://nyti.ms/1P4f8q9,2015-09-29 17:55:00,1337,100,172
5281959998_10150672499244999,"""Most of the terrorists on American soil do not come from the ranks of refugees but are individuals who are born here.""

Read more from The New York Times Opinion Section.",How Dragging Our Feet on Refugees Creates More Terrorists,link,http://nyti.ms/1YMaod2,2015-09-29 17:25:00,1130,148,216
5281959998_10150672556549999,"A fast version of spaghetti and meatballs with red gravy, in less than 30 minutes.

Get more recipes from The New York Times Food.",Spaghetti and Drop Meatballs With Tomato Sauce Recipe,link,http://nyti.ms/1YMxHUc,2015-09-29 16:55:01,1899,100,756
5281959998_10150672590789999,"""Kicking dairy was brutal,"" said one vegan. “That’s like getting off OxyContin.”",Vegans Go Glam,link,http://nyti.ms/1LZOidG,2015-09-29 16:25:00,1333,190,313
5281959998_10150672592639999,The H&M campaign has prompted a larger discussion over the head scarf as a form of stylish self-expression.,H&M Features Hijab-Wearing Model in New Campaign,link,http://nyti.ms/1juOXwO,2015-09-29 15:55:00,2932,334,255
5281959998_10150672627884999,The man who built Ralph Lauren into a fashion empire is stepping down as CEO.,"Ralph Lauren, Creator of Fashion Empire, Is Stepping Down as C.E.O.",link,http://nyti.ms/1MYObog,2015-09-29 15:20:20,5261,375,1442
5281959998_10150672606144999,Edward Snowden follows just one account on Twitter: The NSA.,"Now Following the N.S.A. on Twitter, @Snowden",link,http://nyti.ms/1JAyyMq,2015-09-29 14:55:01,1694,92,213
5281959998_10150672603584999,The embattled president of Planned Parenthood disputed what she called “outrageous accusations” by Republicans that her organization profits from the sale of fetal tissue.,Planned Parenthood Chief Faces GOP Critics at Congressional Hearing,link,http://nyti.ms/1KPxd5d,2015-09-29 14:40:01,2938,486,408
5281959998_10150672587134999,European consumers have long leaned toward diesel cars — and that's a habit that might be difficult to break.,"Despite Volkswagen Scandal, Europe’s Diesel Habit Could Be Hard to Kick",link,http://nyti.ms/1KPqx6Y,2015-09-29 14:25:02,318,52,28
5281959998_10150672549964999,"A tour of Scotland might bring you to the Shetland Islands. Shetland is almost entirely treeless, with a terrain that veers between the barren and the bleak. But, adorably, it is dotted with the tiny ponies that take their name from the place: http://nyti.ms/1iEu6XH

Photo: Andy Haslam for The New York Times",Timeline Photos,photo,https://www.facebook.com/nytimes/photos/a.283559809998.33779.5281959998/10150672549964999/?type=3,2015-09-29 13:55:00,5052,266,668
5281959998_10150672546479999,"""It has come to this: In a bid to seem less stuffy ... Hillary Clinton is chatting with Lena Dunham about the singer Lenny Kravitz's penis.""

Read more from Frank Bruni and The New York Times Opinion Section.",Hillary Clinton’s Pajama Party,link,http://nyti.ms/1OEsPNs,2015-09-29 13:25:00,1178,378,174
5281959998_10150672553324999,Apple showed its vision for how it wants to take over your living room. Now it is Google's turn.,Google Unveils New Devices to Connect Smartphone and TV,link,http://nyti.ms/1OEv0An,2015-09-29 12:55:00,233,24,61
5281959998_10150672530594999,Why NFL announcers are just as bad at math as coaches.,"NFL Announcers Are Bad at Math, Too",link,http://nyti.ms/1KPXlOe,2015-09-29 12:25:00,258,38,29
5281959998_10150672551919999,"Anne-Marie Slaughter's much-discussed article ""Why Women Still Can't Have It All"" has grown into the book ""Unfinished Business.""

And yes, she's still adamant that it's the workplace, not the woman, that has to change.",The New York Times Books,link,http://www.nytimes.com/2015/09/27/books/review/anne-marie-slaughters-unfinished-business-women-men-work-family.html?ref=books&_r=0,2015-09-29 12:13:30,512,30,0
5281959998_10150672526089999,A 73-year-old went to a doctor because of her increasing forgetfulness. He didn't think it was Alzheimer's.,"Is It Old Age, or ADHD?",link,http://nyti.ms/1O5QGFG,2015-09-29 11:55:19,989,75,652
5281959998_10150672536499999,An investigation has found no evidence that a Planned Parenthood clinic in Missouri illegally handled fetal tissue.,Missouri Finds Planned Parenthood Didn’t Mishandle Fetal Tissue,link,http://nyti.ms/1FFLk0V,2015-09-29 11:28:15,13857,445,3427
5281959998_10150672524879999,"Go ahead and pour yourself another cup of coffee.

(We're dusting off this The Upshot article from May in honor of National Coffee Day.)",More Consensus on Coffee’s Benefits Than You Might Think,link,http://nyti.ms/1FAAOs6,2015-09-29 10:55:08,3428,142,1555
5281959998_10150672493744999,"Five years ago, the high school's football team reached the state championship. Now, there is no team.",A Missouri School Board Cuts Football as Worries Rise and Players Flee,link,http://nyti.ms/1KOv8qg,2015-09-29 10:25:00,454,80,117
5281959998_10150672487369999,"""Once again, the battle is between Republicans who want to govern and those who don’t.""

Read more from The New York Times Opinion Section.",Anarchy in the House,link,http://nyti.ms/1FFpV8b,2015-09-29 10:10:00,979,132,178
5281959998_10150672498829999,The man will be charged with desecrating the Finnish flag he was carrying.,Finnish Protester Who Wore Klan-Style Robe Is Arrested,link,http://nyti.ms/1L27M51,2015-09-29 09:55:40,1442,132,163
5281959998_10150672490674999,"""Catherine was solid gold,"" director David Lynch said of the actress.","Catherine Coulson, Log Lady of ‘Twin Peaks,’ Dies at 71",link,http://nyti.ms/1Vl0f83,2015-09-29 09:36:15,827,72,217
5281959998_10150672481689999,Cappuccino is having a bit of an identity crisis.,Is That Cappuccino You’re Drinking Really a Cappuccino?,link,http://nyti.ms/1YM3eFQ,2015-09-29 09:25:00,1405,245,614
5281959998_10150672483389999,Paris Fashion Week starts today. Here's what you can expect.,Paris Fashion Week: Day 1,link,http://nyti.ms/1FFnfr6,2015-09-29 09:12:33,372,18,49
5281959998_10150672479084999,"From the casting of Emma Stone to play the part-Chinese Hawaiian heroine in ""Aloha,"" to Miley Cyrus's dreadlocks at the VMAs, there has been plenty of talk about appropriation this year.",Is Cultural Appropriation Always Wrong?,link,http://nyti.ms/1KOlJ1M,2015-09-29 09:00:03,728,206,180
5281959998_10150672468229999,"""If Trevor Noah plans to overhaul 'The Daily Show,' we’ve yet to see it,"" writes TV critic James Poniewozik on last night's debut.",Review: Trevor Noah Keeps ‘Daily Show’ DNA in Debut,link,http://nyti.ms/1OE3u6b,2015-09-29 08:26:40,3283,282,176
5281959998_10150672445624999,Campaigns rely on the financial support of big donors but find themselves devoting more and more time to stroking the donors’ egos.,Big Donors Seek Larger Roles in Presidential Campaigns,link,http://nyti.ms/1QJsary,2015-09-29 07:57:26,292,67,55
5281959998_10150672456099999,"Quote of the Day: ""We haven’t been able to answer the question, ‘Does life exist beyond Earth?’ But following the water is a critical element of that."" — James L. Green, director of NASA’s planetary science division, on new confirmation that liquid water is flowing on Mars.",NASA Says Signs of Liquid Water Flowing on Mars,link,http://nyti.ms/1YKhX3W,2015-09-29 07:38:17,1130,37,217
5281959998_10150672438249999,Two U.S. Army generals discussed encouraging other news organizations to publish favorable stories after The Times requested information about concussions.,"Generals Sought More Positive Coverage, Document Shows",link,http://nyti.ms/1O5vKyu,2015-09-29 07:05:01,276,19,27
5281959998_10150672430829999,"“The Taliban are strolling around freely like this is their home,” said a council member in the Afghan city of Kunduz.","Afghan Forces Seek to Regain Kunduz, Major Northern City, From Taliban",link,http://nyti.ms/1MXbeQm,2015-09-29 06:35:00,533,49,53
5281959998_10150672427259999,"Donald J. Trump's presidential campaign may be a win-win for him, but it is a monstrous dilemma for a lot of other people.",Donald Trump Is Not Going Anywhere,link,http://nyti.ms/1LiGUj6,2015-09-29 06:05:00,4513,922,689
5281959998_10150672429534999,"So far this school year, boxing has caused a quarter of all concussions at the United States Naval Academy — more than twice as many as football.","Despite Concussions, Boxing Is Still Required for Military Cadets",link,http://nyti.ms/1jtoS1a,2015-09-29 05:34:23,619,222,193
5281959998_10150672326919999,"The right flank of John Boehner's party may have pushed him out, but it will take members of every faction of the House Republicans to choose his successor.",Search for Speaker to Replace John Boehner Falls to Splintered Republicans,link,http://nyti.ms/1Vnqu8u,2015-09-29 04:55:00,299,59,15
5281959998_10150672415449999,"Not only were Steve McQueen, Paul Newman and Cary Grant uncommonly handsome humans, they looked great in clothes seemingly no matter what they wore.",The Deities of Men’s Style,link,http://nyti.ms/1Wv2DX1,2015-09-29 04:08:00,5302,263,1021
5281959998_10150672279074999,Should a doctor simply accept a patient’s gratitude — or gently suggest a way for her to show it: “Perhaps you might consider making a donation?”,Doctors Are Pushed to Solicit Donations From Patients,link,http://nyti.ms/1VjNGtw,2015-09-29 03:55:00,292,121,100
5281959998_10150672336614999,"The effects can be physical and psychological, professional and social. Yet many sufferers don’t realize it, or won’t admit it.",Hearing Loss Costs Far More Than Ability to Hear,link,http://nyti.ms/1VnsQ7c,2015-09-29 02:55:00,994,86,771
5281959998_10150672337024999,"“This was a huge loophole, and everyone was asking: Where does this idea come from?”",Volkswagen Scandal Highlights European Stalling on New Emissions Tests,link,http://nyti.ms/1VjY0ln,2015-09-29 01:55:00,483,35,76
5281959998_10150672341384999,It was one of the more surprising announcements during President Xi Jinping's visit to the United States.,China Surprises U.N. with $100 Million and Thousands of Troops for Peacekeeping,link,http://nyti.ms/1VjYY0N,2015-09-29 01:25:01,6048,285,887
5281959998_10150672339444999,"At checkout, now they may ask you to dip instead of swipe.",Chip Cards Will Require Users to Dip Rather Than Swipe,link,http://nyti.ms/1VnsGNd,2015-09-29 00:55:00,1184,370,392
5281959998_10150672324749999,"After circling each other for the past year, President Barack Obama and Russia's President Vladimir Putin squared off at the United Nations in dueling speeches that presented starkly different views on the Syrian crisis.",Obama and Putin Clash at U.N. on Mideast Crisis,link,http://nyti.ms/1VnpX6z,2015-09-29 00:25:01,1110,179,213
5281959998_10150672332009999,"""Wait, what, there's water here now?""","Ridley Scott Learned About Water on Mars Before We Did, but Not in Time to Change 'Martian'",link,http://nyti.ms/1VnrM3r,2015-09-28 23:55:00,2284,114,264
5281959998_10150672357074999,"Ta-Nehisi Coates, Michelle Dorrance and Lin-Manuel Miranda are among 24 new MacArthur Foundation fellows receiving $625,000 over five years — no strings attached.",MacArthur ‘Genius Grant’ Winners for 2015 Are Announced,link,http://nyti.ms/1P2T13v,2015-09-28 23:25:01,4568,107,1364
5281959998_10150672352254999,"With safety concerns growing, the football team at a suburban St. Louis high school was disbanded.","As Worries Rise and Players Flee, a Missouri School Board Cuts Football",link,http://www.nytimes.com/2015/09/29/sports/football/missouri-school-board-boots-football-and-the-students-shrug.html?smid=fb-nytimes&smtyp=cur,2015-09-28 22:55:14,871,156,263
5281959998_10150672316574999,Dr. Laura J. Esserman strikes a different note in response to conventional wisdom on breast cancer.,A Breast Cancer Surgeon Who Keeps Challenging the Status Quo,link,http://nyti.ms/1Vno75C,2015-09-28 22:25:00,2103,68,727
5281959998_10150672301699999,"Unfussy, savory, divine.",Porchetta Pork Roast Recipe,link,http://nyti.ms/1VjSBe6,2015-09-28 21:55:01,1718,107,1072
5281959998_10150672311459999,"Former New York Mets star Keith Hernandez, at the wheel of his Mercedes, takes us on a ride from Sag Harbor to Citi Field.","Driving to Work With Keith Hernandez, the Real Mr. Met",link,http://nyti.ms/1VjTKCl,2015-09-28 21:40:00,723,84,152
